title,artist,artistExistsInDb,description,coverUrl,images,availability,purchaseLink
On the road,Marc Wilson,false,"My second zine, available as a 1st edition of 200 copies, shipping next week.‘One Night is far and away the best zine I’ve ever seen’‘it’s excellent: beautifully composed images, thoughtfully curated, and cleverly laid out!’‘…if further installments follow I'll gladly build up a collection of them…’On the road44 pages15 × 21 cm29 photographsUncoated stockStaple boundSelf-published by two&two pressWhilst making work, driving between locations, and sometimes also travelling on planes, trains and boats, I am drawn to the world often speeding by. Much of my time is spent pulling over, stopping, wondering, replaying the scene in my head, and walking back, or more often than not, driving on for a minute or two, heading steadfastly to my destination, only to then look for a side road, or patch of dirt, to turn around at and go back.To look. To photograph. To record.These places on the way to somewhere else.The ‘somewhere else’ that I have to go to, making work.Standard edition - £8.50Signed edition - £9.50Special print edition (with a signed 10x8 inch print) - £55The 10×8 inch print is made on beautiful Hahnemühle Photo Rag 308 gsm Giclee archival photographic paper and is from my first of many trips to Moldova, in September 2015.",https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/0facea0c-8f4d-4547-87cf-e6b43b0a91a5/OTR_MW_Book__20260223_00004.jpg,https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/85d32d9c-eb09-4251-8728-ba1b2e9e153c/OTR_MW_Book__20260223_00013.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/09fc5c0d-e0b5-41cc-96e8-03251638b99b/On+the+road+027.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/0282124d-75a1-4184-802e-df3c59085207/OTR_MW_Book__20260223_00014.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/8466c37c-3287-44ba-b7cd-c6751e3e1edd/On+the+road+001.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/b2dedae4-1fc7-41a7-bf93-a932b9a5177f/OTR_MW_Book__20260223_00017.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/27d8b920-6ece-4796-8e23-0e8e19c530fd/OTR_MW_Book__20260223_00023.jpg,sold-out,https://www.marcwilson.co.uk/book-print-sales/p/ontheroad
One night - reprint,Marc Wilson,false,"Now sold out of it’s 1st edition.Available now as a reprint.‘One Night is far and away the best zine I’ve ever seen’‘Beautiful, funny, thought-provoking…A delight’‘Thank you so much for the wonderful zine…It felt like being given a quiet glimpse into people’s lives.’After making 7 photobooks I have now made my first ‘zine’.(Zine - pronounced ‘zeen’. Often, small and self published, the term itself comes from ‘fanzine’ which itself came from a mix of ‘fan’ and ‘magazine’)One night40 pages15 × 21 cm35 photographsUncoated stockStaple boundSelf-published by two&two pressBetween 2015 and 2021 I travelled to over 30 countries making work.Each night a different hotel or guesthouse.In these small rooms, I found a reflection of the owners, every one a small oasis for me in which to rest and take stock of what I had seen during the days work before heading out, or just back down the stairs to the hotel restaurant, trying to find something cheap to eat each evening; before the few hours sleep and the inevitable early alarm clock.The photographs I have included in this zine show rooms from Austria, Czech Republic, Denmark, Germany, Italy, Lithuania, Moldova, Poland, Romania and Ukraine.Standard edition - £8.50Signed edition - £9.50Special print edition (with a signed 10x8 inch print) - £50The 10×8 inch print is made on beautiful Hahnemühle Photo Rag 308 gsm Giclee archival photographic paper and is of my room in Kharkiv in Eastern Ukraine, where I stayed for 3 nights in January 2019, making work on ‘A Wounded Landscape - bearing witness to the Holocaust’.My only time in Kharkiv, 3 days full of making work, meetings and wonderful food at the beautiful Gastronomique Cafe Paris restaurant.",https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/7d6b8956-d627-4a6e-b303-8223fbf374ae/L1010211.jpg,https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/c82d89d7-8828-426c-b393-6999959bc1f6/L1010198.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/a12b8d95-6ef8-4af7-a1c3-e331da3fa428/Rooms+021.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/53739991-9fae-4cd1-bf95-90f508cd9108/Rooms+011.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/aef37312-0ed7-424b-9907-d7ac917a3e75/L1010200.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/9e3ad87d-880b-47db-914f-a7190265729d/L1010206.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/25243485-47a4-45dc-bfc0-3717071aa82c/L1010218.jpg,sold-out,https://www.marcwilson.co.uk/book-print-sales/p/onenight
The Edge of Ruin,Marc Wilson,false,"“It's a stunning book.” Richard B.1st edition of 750Standard edition - £45Signed edition - £50Special print edition (with a signed 10x8 inch print) for £120The 10×8 inch print is made on beautiful Hahnemühle Photo Rag 308 gsm Giclee archival photographic paper240 × 175 mm136 pages, including 3 throw-outs56 photographsOversized Hardback caseMunken & Materica (Clay, Pitch and Ardesia) papersSection sewn & Swiss bound with Wicotex Brillianta clothResearch text and essaySelf-published by two&two pressDesign by Wayne FordPrint by Team ImpressionA buried legacy - Marc WilsonOn the post industrial landscape of the United Kingdom, the more obvious manifestations of the past crumble away or are erased unless intentionally preserved. What remains is a landscape reshaped by its role in Britain's industrial history complete with silent markers.Spoil heaps, grassed-over tracks and scarred hillsides all serve as unassuming monuments to our industrial past. Many of the sites are today within national parks or Areas of Outstanding Natural Beauty, severed from their industrial origins, caught between nature and the ambition of man, photographed with neither nostalgia nor romanticism. Desolate locations that had been underestimated and uninhabited until their riches were exposed: landscapes that were formed by nature and remoulded in the pursuit of power and wealth. The shadows and impressions of the past, seemingly benign places that continue to contaminate our rivers and soils. A landscape tainted by ruthless exploitation of the world we inhabit.",https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/41b382fc-94e6-4d0c-b051-6b4d1513dd9f/Edge+of+Ruin+001.jpg,https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/0e37de79-4ca6-4f7f-a366-6263bf993cc8/Edge+of+Ruin+003.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/d0fd9f21-cefb-4d8f-a134-1012721708fe/Edge+of+Ruin+008.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/b86b86ba-5a36-4d82-8dc9-229936c46e94/Edge+of+Ruin+007.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/4737fd1e-16b3-4ea8-b5c6-cee228110560/1-4.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/d98af19e-560f-4f30-bf4e-21ff8f22360f/Dartmoor+Sweltor+quarry+004.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/b3fc8670-ce96-4e3c-a442-39dc9065ed53/Edge+of+Ruin+002.jpg,sold-out,https://www.marcwilson.co.uk/book-print-sales/p/edgeofruin
Travelogue 2 - A thousand days of longing,Marc Wilson,false,"1st edition of 500“Marc creates a longing for what humans are about. Dignity, care, love and compassion. A thousand days of longing is a wonderful small book, dedicated to the human nature of us. It is in stark contrast to today’s noise and creates a sense of what really matters. Without finger pointing, it is an observation of life and love in troubled times. Deeply touching. Human to the core. Thank you for creating this wonderful book.”For more than 1000 days, since the full-scale russian invasion of Ukraine began on February 24th, 2022, I have been sharing work from a more peaceful time, from before the full-scale war, as a small daily reminder and a longing for that life. This book shows a selection of those images, bringing in small fragments of stories - my attempt as a photographer, husband and father to preserve our memories.The book begins in 2018 and ends with a photograph made in March 2022, 18 days after the full scale invasion.It’s a book about the desire for a more peaceful time yes, but it’s also a book about war, life, travel, beauty, fear, and perhaps above all, love.Standard edition - £18Signed edition - £20Special print edition (with a signed 10x8 inch print) for £80The 10×8 inch print is made on beautiful Hahnemühle Photo Rag 308 gsm Giclee archival photographic paper…Worlds were turned upside down on that day. Our 4 week old son, our family in Kyiv, our friends throughout the country - everything changed.Lives torn apart.Friends called to arms.Families and lovers torn apart at the border.Friends and colleagues. Murdered by the russian invaders and their rockets, guns, tanks and drones.",https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/deaeeee1-e58d-4acc-9513-6887baba8cc2/L1040484.jpg,https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/c3e42576-8e9b-47d3-aeae-358bbd43f7cb/L1040495.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/f9c1af5b-a43e-4551-93ee-0fee246c9597/L1040477.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/e6e140b3-02f8-46bd-af9b-aa8e9a03d584/L1040488.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/563ea5fa-433a-457a-a22c-6675bea1b4c1/L1040492.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/cf6103f7-1ceb-480b-b6f4-c2e70ae8ddf4/L1040496.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/a60699a2-3349-455f-bdce-86378a1e873a/L1040498.jpg,sold-out,https://www.marcwilson.co.uk/book-print-sales/p/travelogue-2
The Last Stand - 4th edition,Marc Wilson,false,"4th edition of 1500“Hauntingly beautiful pictures and insightful accompanying text. Very happy with the book. Will be back for more!” Jorrit D. ★★★★★“Prompt delivery, easy ordering and - most importantly - an exquisitely beautiful book. Received with joy by my husband.” Jo H. ★★★★★“Decaying but potent, these ruins are a legacy of war on the landscape” National Geographic (Simon Ingram)Over 4600 copies already sold over the 4 editions.This latest edition features a larger soft cover format with an open binding and lay-flat pages, showcasing the images in their full potential.Standard edition of the book - £40Signed edition of the book - £45Special edition of the book with a signed 10x8 inch print - £120BarTur Photo Award shortlist - 2023Athens Photobook festival shortlist - 2022Athens Photo Festival - 2015Terry O'Neil Award winner - 2013“War is a brute …and its brutality unleashes energies that are both startling and terrifying. There is nothing subtle about the productivities sponsored by war; commitment is total. Such is the intensity of those unleashed energies that wars are, inevitably, historic watersheds — markers in the history of civilisations. In terms of the wider history of mankind they are often brief, but their effects and their traces are, invariably, enduring.’ Roy Exley“It's large format work and it's quite beautiful” - Colin Pantall",https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/1708547775412-MY61OUEMN2VQ0Y2WW452/TLS+Book+new+001.jpg,https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/1708548135633-6LAEO3P78LIU5FOAWGH1/TLS+Book+new+012.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/1697830391815-4WFR1J00SYF649TZK8T0/Portland.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/1708548055223-LVBGBUQSD2SFMDB0STTR/TLS+Book+new+009.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/1692790570056-5JU0UU7X452K9IJJ8PME/1-1.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/1708547995365-TV41TTG8RIKH2UKOIIAO/TLS+Book+new+020.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/37a94c62-631e-4176-9e06-d9a75f3e503c/L1150306.jpg,sold-out,https://www.marcwilson.co.uk/book-print-sales/p/the-last-stand-book
"‘The Land is Yellow, the Sky is Blue'",Marc Wilson,false,"1st edition of 1000“This feels deeply poignant, heartfelt and wistful. Thank you Marc and Anna.”“This is a really lovely book, beautifully produced and is something that I will treasure.” - Patrick G.'The Land is Yellow, the Sky is Blue', is based around Balakliya, a small village in central Ukraine - the homeland of my wife and family. This dual-language book in English and Ukrainian combines the photographs that I made in this place from 2019-2021 with text written in the shadow of the current war. They are stories filled with dreamy childhood memories and an anxiety shaped by the backdrop of war.We have set up a fund to directly support the community in the village of Balakliya, Ukraine, that this book is set in.For every signed book bought we will now give the extra £5 to this fund.For every special edition we will give £25 to the fund.Standard edition - copy of the book - £33Signed edition - signed copy of the book - £38Special edition - signed copy of the book with a signed 10x8 inch print - £100The 10×8 inch print is made on beautiful Hahnemühle Photo Rag 308 gsm Giclee archival photographic paper",https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/1708550103351-3M2J303A4EJ4Y6SRUTH5/LYSB+Book+new+001.jpg,https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/1708550106326-KZMV7YMPT08ZXG3E3ZLJ/LYSB+Book+new+011.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/1692790270910-HC0DW5B2Z9T3T146FX42/1-3.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/1708550103351-8G4OUKO8OLYGD8LFK6SR/LYSB+Book+new+012.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/1692790267867-3LIXMUPLDCGXC8GD5BXE/1-1.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/1708549452253-ML1BMOHIJF0A0ZH2C6CS/LYSB+Book+new+017.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/1708549454708-TAFMERRKBCWE74J727PT/LYSB+Book+new+016.jpg,sold-out,https://www.marcwilson.co.uk/book-print-sales/p/theland
A Wounded Landscape - bearing witness to the Holocaust,Marc Wilson,false,"1st edition of 1500“This book is remarkable.” - Ben Barkow“Quite simply a book I am going to treasure. Beautiful imagery juxatposed with words and insight that do the subject matter absolute justice. A phenomenal piece of work.” - David H.Athens Photo Festival shortlist - 2024Lucie Photobook Prize shortlist - 2022The 738 page book contains over 350 photographs, the 22 story texts, captions and maps.The book is held in multiple collections including:Yad Vashem Holocaust Remembrance CentreThe United States Holocaust Memorial MuseumSimon Wiesenthal CentreSix years in the making, the latest photobook by Marc Wilson is an extraordinary journey across 20 countries, documenting the physical traces of the Holocaust. Photographed in more than 130 locations, the 360 images are paired with 22 stories from Holocaust survivors and their descendants. A Wounded Landscape brings the past into sharp focus, forcing us to confront the fact that these terrible events happened in our world.Standard edition - copy of the book - £60Signed edition - signed copy of the book - £65Special edition - signed copy of the book with a 10x8 inch print - £125",https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/1708552141489-8BFTYH7MTA4891GMNXSD/AWL+Book+new+001.jpg,https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/1708551548103-7F257MYBHYCG54NWEMOZ/AWL+Book+new+002.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/1692791763008-MWCS9IZREU1PFE3KG23A/2.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/1708551548102-0CKWBC1SQ1IU4FET6P8A/AWL+Book+new+010.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/1692791760089-YZQ9ERMAPD0NEFCEDV53/1.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/1708551546556-8ULV285H4W1MQS2YMNS0/AWL+Book+new+003.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/1708551548102-ZEMQTWQKI2THDHZ0JAFJ/AWL+Book+new+011.jpg,sold-out,https://www.marcwilson.co.uk/book-print-sales/p/awl
Remnants,Marc Wilson,false,"“Thank you so much, it’s probably the most beautiful book I own…stunning!!”Standard edition - copy of the book - £35Signed edition - signed copy of the book - £40Special edition - signed copy of the book with a signed 10x8 inch print - £100The 10×8 inch print is made on beautiful Hahnemühle Photo Rag 308 gsm Giclee archival photographic paperIn 2020 and 2021 I walked over 500 kilometres in the mountains of the Trentino-Alto Adige region of Northern Italy, making photographs for my new work and book, ‘Remnants’, based around the First World War mountain forts that sit in the landscape today.“Today the forts and their stratifications talk not only about conflict but surprisingly also about the dialogue and relationship of nature and man made structures.” - Marco FerrariWorking in collaboration with Italian architect and researcher Marco Ferrari, this new body of work looks at both the historical and also ecological aspect of the man-made structures that were built to dominate the surrounding environment and are now merging with the natural environment they are set within.”",https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/1708552573326-T644G1VUY7SANASAR7Z0/Remnants+Book+new+001.jpg,https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/1708552585810-8NK7B29ZY9TCI7JJSTJB/Remnants+Book+new+004.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/1708553384338-06C6WAK8T3658KSNH282/021+Forte+Dosso+del+Sommo+02.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/1708552583297-3ZLE2F8F0HM31EJEZ0KE/Remnants+Book+new+006.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/1692791494537-R0LRO0CP1OSLLL4FKS2I/1-1.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/1708552585809-XVF2T8T65LJ2F5D8L5OZ/Remnants+Book+new+003.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/1708557291470-ZF4MYI0JNYL7FCLD293I/Remnants+Book+new+008.jpg,sold-out,https://www.marcwilson.co.uk/book-print-sales/p/remnantsbook
Travelogue 1 - Photographs from Eastern Europe 2015-2020,Marc Wilson,false,"Photographs from Eastern Europe 2015-2020Travelogue 1 sold out in late 2023 and there are no plans to reprint or make a 2nd edition.With all my books I do of course keep a small reserve stock, in this case of 10 copies of the 1000 printed.For Travelogue 1 there are now just 8 copies remaining.These final few copies of the book are now being sold as signed and numbered copies (for example 991/1000) complete with a 10x8 inch signed print for £150 plus shipping.The signed print is the train image you can see here.‘…They gave strict instructions.Where we could not go.What we could not photograph.What we could not do.How long we could not stay for.…’The first of my ‘Travelogue’ books, this collection of 31 photographs was made on the road during my travels through Eastern Europe and the former Soviet Republics, between 2015 and 2020, including images from Moldova, Poland, Romania, Transnistria, Lithuania and Ukraine. The book starts with a story from The territory of the autonomous territorial unit Transnistria, Friday, April 13th 2018.First edition of 100056 pages / 148 x 210mm31 photographsWinter & Co. case bound hardcover & endpapersSewn bindingSelf-published by two&two pressISBN: 978-1-8380236-1-4",https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/1708553181235-2EU493EAAMDL7EWDB4RQ/T1+Book+new+001.jpg,https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/1708553180879-E9RIQUUJM3HG8A3X73O3/T1+Book+new+003.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/1708553178289-46N94JHVSXPJV2H5QM6M/T1+Book+new+004.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/1708553178494-I3X175RYMJB0JCBWS260/T1+Book+new+006.jpg|https://images.squarespace-cdn.com/content/v1/5e2034efa494b35387ec4c7e/c94c9f86-34f1-4833-a973-f70dc74c29f2/4.jpg,sold-out,https://www.marcwilson.co.uk/book-print-sales/p/travelogue-1
